id,company,branch,role,interview_type,difficulty,topic,question,answer
768,Accenture,CSE,Software Engineer,Coding,Medium,DSA,Explain binary search.,Searches a sorted array in O(log n).
769,Analog Devices,ECE,VLSI Engineer,Technical,Hard,FPGA,Why use FPGA?,Rapid prototyping and parallelism.
770,Cisco,ECE,FPGA Engineer,Technical,Hard,Microcontrollers,What is an interrupt?,Interrupts normal execution to handle an event.
771,Samsung,ECE,FPGA Engineer,Technical,Medium,Embedded C,volatile keyword?,Prevents compiler optimization.
772,NVIDIA,CSE,ML Engineer,Aptitude,Hard,Aptitude,A train travels 120 km in 2 hours. Speed?,60 km/h
773,Texas Instruments,ECE,Electronics Engineer,Technical,Medium,Communication Systems,AM vs FM?,Amplitude vs frequency modulation.
774,Bosch,ECE,Embedded Engineer,Technical,Medium,Embedded C,volatile keyword?,Prevents compiler optimization.
775,Siemens,ECE,Embedded Engineer,Technical,Easy,VHDL,What is architecture?,Defines implementation.
776,Intel,CSE,ML Engineer,Coding,Hard,DSA,Reverse a linked list.,Iteratively or recursively reverse pointers.
777,NVIDIA,ECE,Electronics Engineer,Technical,Medium,Microcontrollers,Difference between MCU and MPU?,MCU integrates CPU and peripherals.
778,Infineon,ECE,VLSI Engineer,Technical,Medium,Embedded C,What is UART?,Serial communication protocol.
779,Oracle,CSE,Frontend Engineer,Aptitude,Easy,Aptitude,A train travels 120 km in 2 hours. Speed?,60 km/h
780,Adobe,CSE,Data Engineer,Technical,Medium,System Design,What is load balancing?,Distributes traffic across servers.
781,Intel,ECE,Electronics Engineer,Technical,Easy,Embedded C,What is UART?,Serial communication protocol.
782,PhonePe,CSE,Software Engineer,Technical,Easy,Python,What are decorators?,Functions that modify other functions.
783,STMicroelectronics,ECE,Electronics Engineer,Technical,Medium,Verilog,What is an always block?,Defines procedural logic.
784,Oracle,CSE,Software Engineer,Technical,Easy,OOP,What is polymorphism?,Ability of an object to take many forms.
785,Capgemini,CSE,Frontend Engineer,Technical,Hard,Computer Networks,What is DNS?,Translates domain names to IP addresses.
786,NVIDIA,ECE,VLSI Engineer,Technical,Medium,Embedded C,What is UART?,Serial communication protocol.
787,Adobe,CSE,Backend Engineer,Technical,Easy,Machine Learning,Bias vs variance?,Tradeoff between underfitting and overfitting.
788,Cisco,CSE,Software Engineer,Technical,Medium,Computer Networks,Explain TCP handshake.,"SYN, SYN-ACK, ACK."
789,Infineon,ECE,Hardware Engineer,Technical,Easy,Analog Electronics,What is an op-amp?,High-gain differential amplifier.
790,PhonePe,CSE,Software Engineer,Technical,Easy,System Design,What is load balancing?,Distributes traffic across servers.
791,Accenture,CSE,ML Engineer,Technical,Medium,Java,What is JVM?,Java Virtual Machine.
792,Capgemini,CSE,ML Engineer,Technical,Hard,OOP,Explain abstraction.,Hide implementation details and expose essentials.
793,Adobe,CSE,Backend Engineer,Technical,Easy,Python,Difference between list and tuple?,Lists are mutable; tuples are immutable.
794,Paytm,CSE,AI Engineer,Technical,Easy,SQL,What is JOIN?,Combines rows from multiple tables.
795,NVIDIA,CSE,Backend Engineer,Technical,Hard,Deep Learning,What is gradient descent?,Optimization algorithm.
796,Samsung,ECE,Electronics Engineer,Technical,Medium,FPGA,Why use FPGA?,Rapid prototyping and parallelism.
797,STMicroelectronics,ECE,Electronics Engineer,Technical,Hard,Microcontrollers,What is an interrupt?,Interrupts normal execution to handle an event.
798,Microsoft,CSE,ML Engineer,Technical,Medium,DBMS,What is a primary key?,A unique identifier for a row.
799,TCS,CSE,ML Engineer,Technical,Hard,Operating Systems,Difference between process and thread?,Processes have separate memory; threads share memory.
800,Samsung,ECE,Embedded Engineer,Technical,Medium,Analog Electronics,What is feedback?,Feeds output back to input.
801,NVIDIA,ECE,Embedded Engineer,Technical,Hard,Analog Electronics,What is an op-amp?,High-gain differential amplifier.
802,Qualcomm,ECE,Embedded Engineer,Technical,Medium,Microcontrollers,Difference between MCU and MPU?,MCU integrates CPU and peripherals.
803,Analog Devices,ECE,VLSI Engineer,Technical,Medium,Embedded C,volatile keyword?,Prevents compiler optimization.
804,STMicroelectronics,ECE,Hardware Engineer,Technical,Medium,VLSI,Setup vs hold time?,Timing constraints.
805,Oracle,CSE,Software Engineer,Technical,Medium,SQL,Difference between DELETE and TRUNCATE?,DELETE removes rows; TRUNCATE clears table efficiently.
806,Siemens,ECE,VLSI Engineer,HR,Easy,HR,Tell me about yourself.,"Summarize education, skills and goals."
807,Paytm,CSE,Frontend Engineer,Aptitude,Easy,Aptitude,A train travels 120 km in 2 hours. Speed?,60 km/h
808,Intel,CSE,Data Engineer,Technical,Medium,OOP,Explain abstraction.,Hide implementation details and expose essentials.
809,Apple,CSE,Backend Engineer,Technical,Hard,React,What are React hooks?,Functions for state and lifecycle in functional components.
810,Capgemini,CSE,AI Engineer,Technical,Hard,SQL,Difference between DELETE and TRUNCATE?,DELETE removes rows; TRUNCATE clears table efficiently.
811,NVIDIA,CSE,Software Engineer,Technical,Medium,System Design,What is load balancing?,Distributes traffic across servers.
812,Wipro,CSE,ML Engineer,Aptitude,Hard,Aptitude,A train travels 120 km in 2 hours. Speed?,60 km/h
813,IBM,CSE,Data Engineer,Technical,Hard,Python,Difference between list and tuple?,Lists are mutable; tuples are immutable.
814,STMicroelectronics,ECE,Hardware Engineer,HR,Easy,HR,Tell me about yourself.,"Summarize education, skills and goals."
815,IBM,CSE,Data Engineer,HR,Medium,HR,Tell me about yourself.,"Summarize education, skills and goals."
816,Siemens,ECE,VLSI Engineer,HR,Easy,HR,Why should we hire you?,Highlight relevant strengths.
817,Apple,CSE,Software Engineer,Technical,Easy,System Design,What is caching?,Stores frequently accessed data.
818,PhonePe,CSE,ML Engineer,Technical,Hard,Java,Explain method overloading.,Same method name with different parameters.
819,Cisco,ECE,FPGA Engineer,Technical,Hard,VLSI,What is CMOS?,Complementary MOS technology.
820,Qualcomm,ECE,VLSI Engineer,Technical,Medium,Microcontrollers,Difference between MCU and MPU?,MCU integrates CPU and peripherals.
821,Infosys,CSE,Frontend Engineer,Aptitude,Hard,Aptitude,A train travels 120 km in 2 hours. Speed?,60 km/h
822,STMicroelectronics,ECE,Electronics Engineer,HR,Easy,HR,Tell me about yourself.,"Summarize education, skills and goals."
823,Accenture,CSE,Software Engineer,Technical,Easy,Deep Learning,What is CNN?,Convolutional Neural Network.
824,STMicroelectronics,ECE,Electronics Engineer,Technical,Hard,Verilog,What is an always block?,Defines procedural logic.
825,Apple,CSE,Data Engineer,Technical,Easy,SQL,What is JOIN?,Combines rows from multiple tables.
826,NVIDIA,ECE,Electronics Engineer,Technical,Medium,Analog Electronics,What is an op-amp?,High-gain differential amplifier.
827,Flipkart,CSE,Backend Engineer,Coding,Hard,DSA,Explain binary search.,Searches a sorted array in O(log n).
828,TCS,CSE,AI Engineer,Technical,Medium,Python,Difference between list and tuple?,Lists are mutable; tuples are immutable.
829,Adobe,CSE,Software Engineer,Technical,Hard,React,What are React hooks?,Functions for state and lifecycle in functional components.
830,Flipkart,CSE,Frontend Engineer,Technical,Hard,SQL,Difference between DELETE and TRUNCATE?,DELETE removes rows; TRUNCATE clears table efficiently.
831,Texas Instruments,ECE,FPGA Engineer,Technical,Hard,Analog Electronics,What is feedback?,Feeds output back to input.
832,Apple,CSE,AI Engineer,Technical,Hard,React,What is JSX?,JavaScript XML syntax.
833,Samsung,ECE,Hardware Engineer,Technical,Hard,Digital Electronics,What is a flip-flop?,A bistable storage element.
834,NXP,ECE,Electronics Engineer,Technical,Easy,Embedded C,What is UART?,Serial communication protocol.
835,STMicroelectronics,ECE,FPGA Engineer,Technical,Easy,VHDL,What is architecture?,Defines implementation.
836,Siemens,ECE,Embedded Engineer,Technical,Medium,Microcontrollers,Difference between MCU and MPU?,MCU integrates CPU and peripherals.
837,Analog Devices,ECE,FPGA Engineer,Technical,Easy,FPGA,What is FPGA?,Programmable logic device.
838,Bosch,ECE,Hardware Engineer,HR,Medium,HR,Why should we hire you?,Highlight relevant strengths.
839,IBM,CSE,Frontend Engineer,Technical,Hard,DBMS,What is normalization?,Reduces redundancy in databases.
840,Microsoft,CSE,ML Engineer,Technical,Medium,Computer Networks,What is DNS?,Translates domain names to IP addresses.
841,Capgemini,CSE,AI Engineer,Technical,Medium,Node.js,What is Express?,A Node.js web framework.
842,Capgemini,CSE,Backend Engineer,Technical,Easy,DBMS,What is a primary key?,A unique identifier for a row.
843,Flipkart,CSE,Frontend Engineer,Technical,Easy,Operating Systems,What is deadlock?,Processes wait indefinitely for resources.
844,IBM,CSE,Software Engineer,Technical,Medium,System Design,What is load balancing?,Distributes traffic across servers.
845,NVIDIA,ECE,FPGA Engineer,Technical,Easy,FPGA,Why use FPGA?,Rapid prototyping and parallelism.
846,NVIDIA,ECE,VLSI Engineer,Aptitude,Easy,Aptitude,What is 25% of 200?,50
847,Bosch,ECE,FPGA Engineer,Technical,Easy,Communication Systems,What is modulation?,Encode information onto carrier.
848,Amazon,CSE,Software Engineer,Technical,Hard,Operating Systems,Difference between process and thread?,Processes have separate memory; threads share memory.
849,HCL,CSE,Backend Engineer,Technical,Medium,Computer Networks,What is DNS?,Translates domain names to IP addresses.
850,Siemens,ECE,Electronics Engineer,Technical,Hard,Signals,Energy vs power signal?,Classification by energy/power.
851,Infineon,ECE,VLSI Engineer,Aptitude,Easy,Aptitude,What is 25% of 200?,50
852,Oracle,CSE,Data Engineer,Technical,Easy,SQL,Difference between DELETE and TRUNCATE?,DELETE removes rows; TRUNCATE clears table efficiently.
853,Qualcomm,ECE,VLSI Engineer,Technical,Medium,Communication Systems,AM vs FM?,Amplitude vs frequency modulation.
854,Google,CSE,Backend Engineer,Technical,Medium,SQL,Difference between DELETE and TRUNCATE?,DELETE removes rows; TRUNCATE clears table efficiently.
855,Cognizant,CSE,Software Engineer,Technical,Medium,System Design,What is caching?,Stores frequently accessed data.
856,NVIDIA,CSE,Backend Engineer,Technical,Easy,Operating Systems,What is deadlock?,Processes wait indefinitely for resources.
857,Cisco,ECE,Electronics Engineer,Technical,Medium,VLSI,What is CMOS?,Complementary MOS technology.
858,Apple,CSE,ML Engineer,Technical,Medium,DBMS,What is a primary key?,A unique identifier for a row.
859,Flipkart,CSE,Software Engineer,Aptitude,Medium,Aptitude,A train travels 120 km in 2 hours. Speed?,60 km/h
860,Cisco,ECE,VLSI Engineer,Technical,Easy,Signals,Energy vs power signal?,Classification by energy/power.
861,Amazon,CSE,Software Engineer,HR,Medium,HR,Tell me about yourself.,"Summarize education, skills and goals."
862,Samsung,ECE,Hardware Engineer,Aptitude,Medium,Aptitude,What is 25% of 200?,50
863,Intel,ECE,VLSI Engineer,Aptitude,Medium,Aptitude,What is 25% of 200?,50
864,Cisco,ECE,Hardware Engineer,Aptitude,Medium,Aptitude,A train travels 120 km in 2 hours. Speed?,60 km/h
865,Intel,ECE,Electronics Engineer,Technical,Medium,Analog Electronics,What is feedback?,Feeds output back to input.
866,Oracle,CSE,Frontend Engineer,Technical,Easy,Node.js,What is Express?,A Node.js web framework.
867,Analog Devices,ECE,Embedded Engineer,HR,Hard,HR,Why should we hire you?,Highlight relevant strengths.
868,NXP,ECE,VLSI Engineer,Aptitude,Medium,Aptitude,A train travels 120 km in 2 hours. Speed?,60 km/h
869,Bosch,ECE,VLSI Engineer,Technical,Medium,Communication Systems,What is modulation?,Encode information onto carrier.
870,Samsung,ECE,Electronics Engineer,HR,Easy,HR,Why should we hire you?,Highlight relevant strengths.
871,NVIDIA,ECE,VLSI Engineer,Technical,Hard,Analog Electronics,What is an op-amp?,High-gain differential amplifier.
872,Google,CSE,ML Engineer,Technical,Easy,OOP,Explain abstraction.,Hide implementation details and expose essentials.
873,Microsoft,CSE,ML Engineer,Technical,Medium,OOP,Explain abstraction.,Hide implementation details and expose essentials.
874,Apple,CSE,Backend Engineer,HR,Hard,HR,Why should we hire you?,Highlight relevant strengths.
875,Analog Devices,ECE,Electronics Engineer,Technical,Easy,Signals,What is Fourier Transform?,Converts time to frequency domain.
876,Samsung,ECE,Hardware Engineer,Technical,Medium,DSP,What is aliasing?,High frequencies appear lower due to undersampling.
877,TCS,CSE,Software Engineer,Technical,Easy,Python,Difference between list and tuple?,Lists are mutable; tuples are immutable.
878,Qualcomm,ECE,VLSI Engineer,Technical,Hard,Signals,What is Fourier Transform?,Converts time to frequency domain.
879,Flipkart,CSE,Software Engineer,Technical,Hard,System Design,What is load balancing?,Distributes traffic across servers.
880,Google,CSE,Data Engineer,Technical,Hard,Operating Systems,What is deadlock?,Processes wait indefinitely for resources.
881,Intel,ECE,Hardware Engineer,Technical,Easy,DSP,What is aliasing?,High frequencies appear lower due to undersampling.
882,Cisco,ECE,FPGA Engineer,HR,Medium,HR,Tell me about yourself.,"Summarize education, skills and goals."
883,Infosys,CSE,AI Engineer,Technical,Medium,DBMS,What is normalization?,Reduces redundancy in databases.
884,Capgemini,CSE,Backend Engineer,Technical,Hard,Node.js,What is npm?,Node package manager.
885,Cisco,CSE,Frontend Engineer,Technical,Medium,DBMS,What is normalization?,Reduces redundancy in databases.
886,Qualcomm,ECE,Electronics Engineer,Technical,Hard,Digital Electronics,Difference between latch and flip-flop?,Latch is level-triggered; flip-flop is edge-triggered.
887,Google,CSE,ML Engineer,HR,Medium,HR,Tell me about yourself.,"Summarize education, skills and goals."
888,Intel,ECE,VLSI Engineer,Technical,Medium,VLSI,Setup vs hold time?,Timing constraints.
889,Analog Devices,ECE,Hardware Engineer,Technical,Easy,Analog Electronics,What is an op-amp?,High-gain differential amplifier.
890,NVIDIA,ECE,Embedded Engineer,HR,Medium,HR,Why should we hire you?,Highlight relevant strengths.
891,TCS,CSE,Data Engineer,HR,Medium,HR,Why should we hire you?,Highlight relevant strengths.
892,Samsung,ECE,Hardware Engineer,Technical,Medium,VHDL,What is an entity?,Defines module interface.
893,Samsung,ECE,Hardware Engineer,Technical,Easy,Signals,Energy vs power signal?,Classification by energy/power.
894,Qualcomm,ECE,VLSI Engineer,HR,Hard,HR,Why should we hire you?,Highlight relevant strengths.
895,Intel,ECE,Electronics Engineer,Technical,Hard,Analog Electronics,What is an op-amp?,High-gain differential amplifier.
896,Cisco,ECE,Embedded Engineer,Technical,Easy,Analog Electronics,What is an op-amp?,High-gain differential amplifier.
897,Flipkart,CSE,ML Engineer,Technical,Hard,System Design,What is load balancing?,Distributes traffic across servers.
898,IBM,CSE,Software Engineer,Technical,Medium,Java,What is JVM?,Java Virtual Machine.
899,Bosch,ECE,Hardware Engineer,Technical,Easy,VHDL,What is an entity?,Defines module interface.
900,Adobe,CSE,Frontend Engineer,Technical,Medium,Python,Difference between list and tuple?,Lists are mutable; tuples are immutable.
901,Flipkart,CSE,Software Engineer,Technical,Medium,JavaScript,What is closure?,Function with preserved lexical scope.
902,Analog Devices,ECE,FPGA Engineer,HR,Easy,HR,Why should we hire you?,Highlight relevant strengths.
903,Capgemini,CSE,Frontend Engineer,Technical,Easy,Node.js,What is npm?,Node package manager.
904,Paytm,CSE,Software Engineer,Technical,Hard,Operating Systems,What is deadlock?,Processes wait indefinitely for resources.
905,HCL,CSE,Frontend Engineer,Technical,Easy,Node.js,What is Express?,A Node.js web framework.
906,NXP,ECE,Hardware Engineer,Aptitude,Easy,Aptitude,What is 25% of 200?,50
907,NXP,ECE,Hardware Engineer,Technical,Hard,DSP,What is sampling theorem?,Sample at least twice highest frequency.
908,Google,CSE,Backend Engineer,Technical,Hard,Machine Learning,Bias vs variance?,Tradeoff between underfitting and overfitting.
909,Apple,CSE,Frontend Engineer,Technical,Easy,Deep Learning,What is CNN?,Convolutional Neural Network.
910,Cognizant,CSE,Data Engineer,Technical,Hard,Python,Difference between list and tuple?,Lists are mutable; tuples are immutable.
911,Cognizant,CSE,AI Engineer,Technical,Easy,React,What is JSX?,JavaScript XML syntax.
912,Flipkart,CSE,AI Engineer,Technical,Hard,OOP,Explain abstraction.,Hide implementation details and expose essentials.
913,Microsoft,CSE,AI Engineer,Technical,Easy,System Design,What is load balancing?,Distributes traffic across servers.
914,HCL,CSE,Data Engineer,Technical,Easy,JavaScript,Difference between let and var?,let is block scoped; var is function scoped.
915,Cognizant,CSE,AI Engineer,Technical,Easy,DBMS,What is a primary key?,A unique identifier for a row.
916,HCL,CSE,AI Engineer,HR,Hard,HR,Tell me about yourself.,"Summarize education, skills and goals."
917,Wipro,CSE,Frontend Engineer,Coding,Hard,DSA,Explain binary search.,Searches a sorted array in O(log n).
918,Analog Devices,ECE,Electronics Engineer,Technical,Hard,Communication Systems,What is modulation?,Encode information onto carrier.
919,Intel,CSE,Software Engineer,Technical,Easy,Computer Networks,Explain TCP handshake.,"SYN, SYN-ACK, ACK."
920,Wipro,CSE,Frontend Engineer,Technical,Medium,OOP,What is polymorphism?,Ability of an object to take many forms.
921,Intel,ECE,Hardware Engineer,Technical,Easy,Signals,Energy vs power signal?,Classification by energy/power.
922,Samsung,ECE,Hardware Engineer,Technical,Easy,Signals,What is Fourier Transform?,Converts time to frequency domain.
923,Samsung,ECE,Hardware Engineer,Technical,Hard,Signals,What is Fourier Transform?,Converts time to frequency domain.
924,Samsung,ECE,VLSI Engineer,Technical,Easy,Digital Electronics,What is a flip-flop?,A bistable storage element.
925,Samsung,ECE,FPGA Engineer,Technical,Hard,Microcontrollers,What is an interrupt?,Interrupts normal execution to handle an event.
926,STMicroelectronics,ECE,VLSI Engineer,Aptitude,Hard,Aptitude,A train travels 120 km in 2 hours. Speed?,60 km/h
927,Cognizant,CSE,Backend Engineer,Technical,Hard,Machine Learning,What is overfitting?,Model memorizes training data.
928,Samsung,ECE,Embedded Engineer,Technical,Easy,DSP,What is aliasing?,High frequencies appear lower due to undersampling.
929,Cisco,CSE,ML Engineer,Technical,Hard,React,What are React hooks?,Functions for state and lifecycle in functional components.
930,HCL,CSE,ML Engineer,Technical,Hard,Deep Learning,What is gradient descent?,Optimization algorithm.
931,TCS,CSE,AI Engineer,Technical,Easy,React,What are React hooks?,Functions for state and lifecycle in functional components.
932,Intel,ECE,VLSI Engineer,Technical,Hard,FPGA,What is FPGA?,Programmable logic device.
933,Adobe,CSE,Data Engineer,Technical,Easy,SQL,What is JOIN?,Combines rows from multiple tables.
934,Cisco,ECE,Hardware Engineer,HR,Easy,HR,Why should we hire you?,Highlight relevant strengths.
935,Intel,CSE,Backend Engineer,Technical,Easy,OOP,Explain abstraction.,Hide implementation details and expose essentials.
936,Analog Devices,ECE,Electronics Engineer,HR,Easy,HR,Tell me about yourself.,"Summarize education, skills and goals."
937,STMicroelectronics,ECE,Hardware Engineer,Technical,Medium,VLSI,Setup vs hold time?,Timing constraints.
938,Intel,ECE,FPGA Engineer,Technical,Easy,VLSI,Setup vs hold time?,Timing constraints.
939,Qualcomm,ECE,VLSI Engineer,Technical,Hard,Embedded C,volatile keyword?,Prevents compiler optimization.
940,Texas Instruments,ECE,Electronics Engineer,Technical,Easy,Microcontrollers,What is an interrupt?,Interrupts normal execution to handle an event.
941,Flipkart,CSE,AI Engineer,Aptitude,Medium,Aptitude,What is 25% of 200?,50
942,Siemens,ECE,Hardware Engineer,Technical,Hard,Analog Electronics,What is an op-amp?,High-gain differential amplifier.
943,Amazon,CSE,Data Engineer,Technical,Easy,Deep Learning,What is CNN?,Convolutional Neural Network.
944,Google,CSE,Backend Engineer,Technical,Hard,Java,Explain method overloading.,Same method name with different parameters.
945,Texas Instruments,ECE,FPGA Engineer,Technical,Easy,Signals,What is Fourier Transform?,Converts time to frequency domain.
946,Analog Devices,ECE,VLSI Engineer,Technical,Easy,Signals,Energy vs power signal?,Classification by energy/power.
947,Capgemini,CSE,Backend Engineer,Coding,Medium,DSA,What is a stack?,A LIFO data structure.
948,Intel,CSE,Frontend Engineer,Technical,Easy,Machine Learning,Bias vs variance?,Tradeoff between underfitting and overfitting.
949,Flipkart,CSE,Frontend Engineer,Coding,Medium,DSA,What is a stack?,A LIFO data structure.
950,Oracle,CSE,Frontend Engineer,Technical,Easy,Computer Networks,Explain TCP handshake.,"SYN, SYN-ACK, ACK."
951,Siemens,ECE,FPGA Engineer,Technical,Hard,Microcontrollers,Difference between MCU and MPU?,MCU integrates CPU and peripherals.
952,PhonePe,CSE,Software Engineer,Technical,Easy,SQL,Difference between DELETE and TRUNCATE?,DELETE removes rows; TRUNCATE clears table efficiently.
953,Qualcomm,ECE,Hardware Engineer,Technical,Easy,FPGA,What is FPGA?,Programmable logic device.
954,Oracle,CSE,Data Engineer,Technical,Hard,System Design,What is load balancing?,Distributes traffic across servers.
955,STMicroelectronics,ECE,FPGA Engineer,Aptitude,Medium,Aptitude,What is 25% of 200?,50
956,Intel,ECE,Embedded Engineer,Technical,Hard,VLSI,What is CMOS?,Complementary MOS technology.
957,NVIDIA,ECE,FPGA Engineer,Technical,Easy,Signals,What is Fourier Transform?,Converts time to frequency domain.
958,Infosys,CSE,ML Engineer,Technical,Hard,JavaScript,What is closure?,Function with preserved lexical scope.
959,Texas Instruments,ECE,Hardware Engineer,Technical,Easy,Verilog,Blocking vs non-blocking assignment?,= is blocking; <= is non-blocking.
960,Infosys,CSE,Backend Engineer,Technical,Medium,Java,Explain method overloading.,Same method name with different parameters.
961,Accenture,CSE,Backend Engineer,Technical,Hard,Node.js,What is Express?,A Node.js web framework.
962,Cisco,ECE,Embedded Engineer,Technical,Medium,Digital Electronics,Difference between latch and flip-flop?,Latch is level-triggered; flip-flop is edge-triggered.
963,Qualcomm,ECE,Electronics Engineer,Technical,Medium,Analog Electronics,What is feedback?,Feeds output back to input.
964,STMicroelectronics,ECE,Electronics Engineer,Technical,Hard,DSP,What is aliasing?,High frequencies appear lower due to undersampling.
965,Intel,CSE,Frontend Engineer,Technical,Easy,Operating Systems,Difference between process and thread?,Processes have separate memory; threads share memory.
966,NXP,ECE,Embedded Engineer,Technical,Hard,Embedded C,What is UART?,Serial communication protocol.
967,STMicroelectronics,ECE,Electronics Engineer,Technical,Easy,Signals,What is Fourier Transform?,Converts time to frequency domain.
968,NXP,ECE,Electronics Engineer,Technical,Hard,Communication Systems,What is modulation?,Encode information onto carrier.
969,PhonePe,CSE,Frontend Engineer,Technical,Hard,Deep Learning,What is gradient descent?,Optimization algorithm.
970,Wipro,CSE,Data Engineer,Coding,Easy,DSA,Explain binary search.,Searches a sorted array in O(log n).
971,Cognizant,CSE,Frontend Engineer,Aptitude,Medium,Aptitude,A train travels 120 km in 2 hours. Speed?,60 km/h
972,NVIDIA,ECE,Embedded Engineer,Technical,Easy,Microcontrollers,What is an interrupt?,Interrupts normal execution to handle an event.
973,HCL,CSE,Frontend Engineer,Aptitude,Hard,Aptitude,A train travels 120 km in 2 hours. Speed?,60 km/h
974,Qualcomm,ECE,Electronics Engineer,Technical,Easy,Embedded C,What is UART?,Serial communication protocol.
975,Intel,CSE,Frontend Engineer,Technical,Easy,Node.js,What is npm?,Node package manager.
976,Analog Devices,ECE,Electronics Engineer,Aptitude,Medium,Aptitude,What is 25% of 200?,50
977,STMicroelectronics,ECE,Hardware Engineer,Technical,Hard,Signals,Energy vs power signal?,Classification by energy/power.
978,NVIDIA,ECE,FPGA Engineer,Technical,Hard,VLSI,What is CMOS?,Complementary MOS technology.
979,Infineon,ECE,VLSI Engineer,Technical,Medium,VHDL,What is architecture?,Defines implementation.
980,Texas Instruments,ECE,Hardware Engineer,Technical,Hard,Signals,What is Fourier Transform?,Converts time to frequency domain.
981,NVIDIA,CSE,Data Engineer,Technical,Medium,Computer Networks,Explain TCP handshake.,"SYN, SYN-ACK, ACK."
982,Google,CSE,Backend Engineer,Aptitude,Hard,Aptitude,What is 25% of 200?,50
983,Capgemini,CSE,Data Engineer,Technical,Medium,System Design,What is caching?,Stores frequently accessed data.
984,Texas Instruments,ECE,Electronics Engineer,Aptitude,Medium,Aptitude,What is 25% of 200?,50
985,IBM,CSE,Frontend Engineer,HR,Easy,HR,Tell me about yourself.,"Summarize education, skills and goals."
986,Samsung,ECE,VLSI Engineer,Technical,Easy,Communication Systems,What is modulation?,Encode information onto carrier.
987,Adobe,CSE,AI Engineer,Coding,Hard,DSA,Reverse a linked list.,Iteratively or recursively reverse pointers.
988,Cisco,ECE,VLSI Engineer,Technical,Medium,VHDL,What is an entity?,Defines module interface.
989,Paytm,CSE,Data Engineer,Technical,Easy,Machine Learning,What is overfitting?,Model memorizes training data.
990,Microsoft,CSE,ML Engineer,Coding,Easy,DSA,Reverse a linked list.,Iteratively or recursively reverse pointers.
991,Analog Devices,ECE,Electronics Engineer,Technical,Medium,VHDL,What is architecture?,Defines implementation.
992,TCS,CSE,Software Engineer,Technical,Easy,Java,What is JVM?,Java Virtual Machine.
993,NXP,ECE,FPGA Engineer,Technical,Hard,Digital Electronics,What is a flip-flop?,A bistable storage element.
994,Accenture,CSE,AI Engineer,Technical,Hard,JavaScript,Difference between let and var?,let is block scoped; var is function scoped.
995,Bosch,ECE,VLSI Engineer,Technical,Hard,DSP,What is aliasing?,High frequencies appear lower due to undersampling.
996,Intel,ECE,Hardware Engineer,Technical,Hard,Verilog,Blocking vs non-blocking assignment?,= is blocking; <= is non-blocking.
997,IBM,CSE,ML Engineer,Technical,Easy,Node.js,What is Express?,A Node.js web framework.
998,Intel,ECE,Hardware Engineer,Technical,Easy,Embedded C,volatile keyword?,Prevents compiler optimization.
999,Intel,CSE,Frontend Engineer,Technical,Hard,React,What are React hooks?,Functions for state and lifecycle in functional components.
1000,Accenture,CSE,ML Engineer,Aptitude,Easy,Aptitude,A train travels 120 km in 2 hours. Speed?,60 km/h
